,date,value_JP90C000FHD2,value_JP90C000GKC6,value_JP90C000CMK4,value_JP90C000FHC4,value_JP90C0001R39,value_JP90C000ENC5,value_JP90C0009VE0,value_JP90C000EWV6,value_JP90C000H1T1,value_JP90C0008CH5,value_JP90C000CMF4,value_JP90C000F7H5,value_JP90C000BRT6,value_JP90C000ENA9,value_JP90C000E6Z0,value_JP90C000GMQ2,value_JP90C000G631,value_JP90C00081U4,value_JP90C000FCD3,value_JP90C000DVK3,value_JP90C0006026,value_JP90C000GMS8,value_JP90C000FXV1,value_JP90C0009ER8,value_JP90C000FQQ5,value_JP90C0006083,value_JP90C000C7B1,value_JP90C00055X2,value_JP90C000DXE2,value_JP90C000D1Y5,value_JP90C000B9U8,value_JP90C0008022,value_JP90C0006LC1,value_JP90C000F3F8,value_JP90C000FQR3,value_JP90C000DVX6,value_JP90C000FK44,value_JP90C0006LK4,value_JP90C0007DN3,value_JP90C0005Z76,value_JP90C0006LG2,value_JP90C000FED9,value_JP90C0007LN6,value_JP90C000FCE1,value_JP90C00035D6,value_JP90C000G7W3,value_JP90C00074E3,value_JP90C000A9Q7,value_JP90C000FK36,value_JP90C000FVY9,value_JP90C0009L37,value_JP90C000CZ57,value_JP90C000F7A0,value_JP90C000GMR0,value_JP90C000FN41,value_JP90C00091E7,value_JP90C00074C7,value_JP90C000FLL7,value_JP90C000D208,value_JP90C000F9M1,value_JP90C000FX80,value_JP90C000FX98,value_JP90C00009Y7,value_JP90C000F8M3,value_JP90C000FHZ5,value_JP90C000DVR8,value_JP90C00009X9,value_JP90C0006LD9,value_JP90C000ERE2,value_JP90C00055W4,value_JP90C0001QY5,value_JP90C000G672,value_JP90C0007DM5,value_JP90C0007DP8,value_JP90C000FBV7,value_JP90C00095F5,value_JP90C00021F1,value_JP90C000DVL1,value_JP90C000DVN7,value_JP90C000HZE8,value_JP90C00035E4,value_JP90C0003RS1,value_JP90C0003RT9,value_JP90C000FDM2,value_JP90C0003RR3,value_JP90C000FN33,value_JP90C000FFC8,value_JP90C000FLK9,value_JP90C000FNN9,value_JP90C00009Z4,value_JP90C000F9E8,value_JP90C0007DQ6,value_JP90C000A0B8,value_JP90C0001QZ2,value_JP90C000FN25,value_JP90C0001QL2,value_JP90C0002AA7,value_JP90C000FFX4,value_JP90C0006Y84,value_JP90C0007LP1,value_JP90C000FXB3,value_JP90C000F8P6,value_JP90C000FX72,value_JP90C000FJY4,value_JP90C0009L03,value_JP90C000DVM9,value_JP90C000F8D2,value_JP90C0001R05,value_JP90C000F8F7,value_JP90C000F9G3,value_JP90C000FD92,value_JP90C0006K23,value_JP90C000FNL3,value_JP90C000D216,value_JP90C000F8G5,value_JP90C000FJ05,value_JP90C000FSN8,value_JP90C000FH72,value_JP90C000F8K7,value_JP90C000CJS3,value_JP90C000G680,value_JP90C000AYS6,value_JP90C000F8H3,value_JP90C0001UW1,value_JP90C000FNM1,value_JP90C000F8E0,value_JP90C000G664,value_JP90C000C8G8,value_JP90C0001QU3,value_JP90C000D1Z2,value_JP90C000FS95,value_JP90C0001UV3,value_JP90C000GV99,value_JP90C000F9K5,value_JP90C000FXA5,value_JP90C000FSP3,value_JP90C000GVW1,value_JP90C000F8N1,value_JP90C000D1X7,value_JP90C000A808,value_JP90C000GV81,value_JP90C0005FR3,value_JP90C0002MF1,value_JP90C000F8L5,value_JP90C0005FS1,value_JP90C000FNK5,value_JP90C000GB28,value_JP90C000FHF7,value_JP90C0001UU5,value_JP90C000F8Q4,value_JP90C000FHE0,value_JP90C000FHG5
285,2018-11-27,10740.0,10124.0,12254.0,10013.0,24634.0,11346.0,15020.0,10478.0,10087.0,37142.0,11701.0,9551.0,10834.0,11017.0,12649.0,9651.0,10012.0,25028.0,11332.0,13447.0,21739.0,9790.0,9508.0,19975.0,9278.0,27628.0,11140.0,16882.0,11876.0,10779.0,11831.0,19324.0,24416.0,10080.0,9773.0,11550.0,10281.0,14555.0,24382.0,25112.0,25814.0,11309.0,21578.0,10542.0,24962,9743.0,26013.0,14327.0,8843.0,9499.0,13491.0,12650.0,10302.0,9714.0,10021.0,15560.0,25489.0,9910.0,11718.0,11613.0,9863.0,9858.0,15455.0,11392.0,10164.0,12857.0,14528.0,21398.0,10918.0,13857.0,17479.0,10022.0,21641.0,26006.0,10712.0,15409.0,24037.0,12751.0,13456.0,,20615,17549.0,18985.0,9987.0,15776.0,9981.0,10352.0,10178.0,10160.0,16088.0,10545.0,13819.0,13451.0,20426.0,9838.0,15306.0,10070.0,10884.0,20097.0,12051.0,9795.0,10349.0,9870.0,9957.0,13664.0,12580.0,9939.0,23374.0,10836.0,10938.0,9491.0,25679.0,10023.0,12283.0,9737.0,10981.0,8455.0,10223.0,10218.0,11032.0,10102.0,13908.0,10348.0,14509.0,9949.0,10458.0,10138.0,11127.0,21863.0,11244.0,9713.0,14599.0,9785.0,9494.0,9817.0,8930.0,9188.0,10437.0,10333.0,14141.0,9850.0,15337.0,12863.0,9944.0,15644.0,9501.0,9562.0,10114.0,14335.0,10288.0,10056.0,9871.0
286,2018-11-28,10779.0,10182.0,12285.0,10039.0,24886.0,11377.0,15060.0,10516.0,10122.0,37590.0,11821.0,9625.0,10896.0,11081.0,12779.0,9669.0,10045.0,25173.0,11397.0,13585.0,21798.0,9799.0,9605.0,20113.0,9361.0,27818.0,11162.0,16926.0,11889.0,10799.0,11903.0,19394.0,24665.0,10079.0,9797.0,11594.0,10313.0,14667.0,24631.0,25308.0,25883.0,11399.0,21650.0,10555.0,24870,9795.0,26279.0,14414.0,8917.0,9514.0,13521.0,12748.0,10338.0,9727.0,10051.0,15507.0,25573.0,10011.0,11768.0,11732.0,9876.0,9878.0,15487.0,11509.0,10197.0,12980.0,14541.0,21522.0,10981.0,13936.0,17497.0,10033.0,21765.0,26074.0,10748.0,15428.0,24291.0,12825.0,13491.0,,20686,17581.0,19044.0,10016.0,15789.0,9998.0,10384.0,10205.0,10169.0,16142.0,10606.0,13929.0,13533.0,20467.0,9843.0,15394.0,10173.0,10948.0,20152.0,12155.0,9834.0,10370.0,9868.0,9991.0,13718.0,12657.0,9970.0,23444.0,10865.0,10969.0,9489.0,25748.0,10078.0,12347.0,9812.0,11093.0,8521.0,10233.0,10258.0,11084.0,10130.0,13984.0,10386.0,14529.0,9975.0,10519.0,10177.0,11149.0,21949.0,11277.0,9735.0,14632.0,9821.0,9568.0,9847.0,8981.0,9244.0,10451.0,10341.0,14228.0,9875.0,15370.0,12905.0,9966.0,15680.0,9554.0,9591.0,10156.0,14372.0,10325.0,10086.0,9923.0
287,2018-11-29,11016.0,10402.0,12492.0,10218.0,24978.0,11567.0,15311.0,10568.0,10277.0,38140.0,11861.0,9755.0,10933.0,11119.0,12826.0,9788.0,10209.0,25261.0,11645.0,13636.0,21979.0,9849.0,9642.0,20592.0,9547.0,27820.0,11228.0,17210.0,12086.0,10848.0,11940.0,19489.0,24759.0,10104.0,9981.0,11653.0,10351.0,14865.0,24724.0,25642.0,26316.0,11365.0,22013.0,10729.0,25114,9903.0,26378.0,14459.0,9042.0,9683.0,13570.0,12915.0,10386.0,9812.0,10123.0,15810.0,25990.0,10049.0,11851.0,11761.0,9893.0,9903.0,15558.0,11553.0,10364.0,13177.0,14592.0,21596.0,11019.0,13985.0,17559.0,10066.0,21841.0,26511.0,10913.0,15682.0,24479.0,12869.0,13718.0,,21172,17673.0,19163.0,10086.0,15846.0,10046.0,10422.0,10376.0,10170.0,16233.0,10643.0,14114.0,13576.0,20573.0,9872.0,15446.0,10207.0,11184.0,20355.0,12378.0,9886.0,10432.0,9883.0,10044.0,13838.0,12696.0,10054.0,23604.0,11047.0,11155.0,9593.0,26180.0,10142.0,12476.0,9945.0,11136.0,8634.0,10233.0,10376.0,11125.0,10188.0,14049.0,10438.0,14611.0,10016.0,10555.0,10253.0,11217.0,22006.0,11341.0,9814.0,14736.0,9835.0,9695.0,9885.0,9013.0,9290.0,10621.0,10373.0,14273.0,9878.0,15456.0,12963.0,10020.0,15772.0,9663.0,9658.0,10227.0,14508.0,10373.0,10143.0,10026.0
288,2018-11-30,10979.0,10368.0,12474.0,10177.0,25078.0,11551.0,15290.0,10588.0,10271.0,38429.0,11910.0,9771.0,10986.0,11173.0,12877.0,9759.0,10198.0,25384.0,11605.0,13690.0,22006.0,9835.0,9680.0,20548.0,9473.0,27999.0,11239.0,17185.0,12084.0,10858.0,11998.0,19525.0,24857.0,10106.0,9936.0,11674.0,10363.0,14890.0,24823.0,25699.0,26279.0,11429.0,21975.0,10729.0,25272,9920.0,26484.0,14531.0,9050.0,9643.0,13600.0,12942.0,10403.0,9791.0,10135.0,15749.0,25964.0,10089.0,11873.0,11813.0,9907.0,9917.0,15581.0,11599.0,10353.0,13197.0,14603.0,21700.0,11072.0,14053.0,17574.0,10075.0,21945.0,26472.0,10905.0,15681.0,24656.0,12932.0,13698.0,,21109,17693.0,19198.0,10083.0,15858.0,10059.0,10436.0,10362.0,10187.0,16268.0,10694.0,14137.0,13642.0,20598.0,9882.0,15521.0,10249.0,11147.0,20347.0,12324.0,9899.0,10443.0,9890.0,10063.0,13837.0,12759.0,10069.0,23641.0,11032.0,11137.0,9567.0,26143.0,10157.0,12496.0,9962.0,11180.0,8654.0,10251.0,10385.0,11230.0,10201.0,14209.0,10457.0,14607.0,10025.0,10606.0,10268.0,11228.0,22085.0,11356.0,9829.0,14734.0,9877.0,9710.0,9900.0,9056.0,9404.0,10619.0,10378.0,14343.0,9899.0,15474.0,13014.0,10041.0,15791.0,9677.0,9676.0,10246.0,14503.0,10394.0,10157.0,10042.0
289,2018-12-03,11074.0,10468.0,12542.0,10212.0,25331.0,11613.0,15372.0,10620.0,10325.0,39044.0,12034.0,9770.0,11129.0,11318.0,13007.0,9788.0,10246.0,25713.0,11716.0,13827.0,22062.0,9858.0,9777.0,20749.0,9487.0,28440.0,11293.0,17278.0,12133.0,10891.0,12151.0,19582.0,25106.0,10119.0,9970.0,11708.0,10402.0,14888.0,25071.0,25688.0,26419.0,11479.0,22076.0,10772.0,25048,9980.0,26749.0,14714.0,9046.0,9674.0,13645.0,12938.0,10434.0,9817.0,10176.0,15812.0,26085.0,10190.0,11931.0,11944.0,9922.0,9938.0,15667.0,11715.0,10402.0,13191.0,14653.0,21981.0,11216.0,14234.0,17633.0,10094.0,22230.0,26616.0,10962.0,15745.0,25036.0,13099.0,13773.0,,21259,17784.0,19338.0,10114.0,15913.0,10084.0,10475.0,10418.0,10208.0,16393.0,10832.0,14130.0,13815.0,20704.0,9895.0,15722.0,10353.0,11255.0,20449.0,12314.0,9943.0,10493.0,9899.0,10115.0,13874.0,12920.0,10091.0,23805.0,11091.0,11198.0,9615.0,26283.0,10200.0,12567.0,9960.0,11292.0,8651.0,10271.0,10415.0,11224.0,10241.0,14199.0,10488.0,14690.0,10048.0,10743.0,10321.0,11281.0,22357.0,11400.0,9837.0,14853.0,9888.0,9708.0,9932.0,9173.0,9397.0,10663.0,10400.0,14524.0,9904.0,15555.0,13194.0,10056.0,15878.0,9734.0,9707.0,10296.0,14650.0,10424.0,10196.0,10099.0
290,2018-12-04,11200.0,10580.0,12685.0,10349.0,24724.0,11746.0,15547.0,10646.0,10426.0,38404.0,11745.0,9962.0,10866.0,11050.0,12696.0,9884.0,10373.0,25105.0,11844.0,13497.0,22200.0,9908.0,9544.0,20978.0,9663.0,27727.0,11267.0,17475.0,12275.0,10895.0,11861.0,19630.0,24507.0,10127.0,10103.0,11735.0,10398.0,15179.0,24471.0,26197.0,26721.0,11349.0,22350.0,10897.0,25388,10003.0,26109.0,14363.0,9222.0,9797.0,13645.0,13194.0,10460.0,9891.0,10207.0,15994.0,26408.0,9946.0,11941.0,11653.0,9933.0,9951.0,15575.0,11436.0,10531.0,13431.0,14616.0,21462.0,10951.0,13898.0,17588.0,10106.0,21705.0,26918.0,11070.0,15927.0,24485.0,12790.0,13931.0,,21480,17713.0,19196.0,10150.0,15873.0,10113.0,10471.0,10536.0,10185.0,16242.0,10577.0,14410.0,13485.0,20618.0,9916.0,15351.0,10106.0,11374.0,20521.0,12570.0,9953.0,10469.0,9908.0,10085.0,13980.0,12612.0,10165.0,23667.0,11218.0,11326.0,9623.0,26583.0,10229.0,12599.0,10155.0,11022.0,8822.0,10249.0,10518.0,11392.0,10244.0,14454.0,10513.0,14631.0,10071.0,10490.0,10319.0,11255.0,21835.0,11407.0,9909.0,14753.0,9921.0,9900.0,9942.0,8957.0,9578.0,10787.0,10400.0,14177.0,9928.0,15495.0,12878.0,10103.0,15814.0,9758.0,9729.0,10304.0,14538.0,10450.0,10203.0,10124.0
291,2018-12-05,10766.0,10173.0,12287.0,9980.0,24591.0,11378.0,15060.0,10535.0,10143.0,37943.0,11678.0,9849.0,10808.0,10992.0,12627.0,9645.0,10074.0,24971.0,11390.0,13425.0,21882.0,9818.0,9493.0,20198.0,9422.0,27496.0,11151.0,16927.0,11975.0,10807.0,11801.0,19427.0,24375.0,10095.0,9754.0,11613.0,10292.0,15008.0,24341.0,25907.0,25884.0,11318.0,21685.0,10631.0,24943,9844.0,25970.0,14291.0,9108.0,9459.0,13552.0,13040.0,10360.0,9725.0,10065.0,15341.0,25646.0,9894.0,11775.0,11575.0,9903.0,9896.0,15461.0,11374.0,10227.0,13269.0,14542.0,21348.0,10892.0,13825.0,17496.0,10062.0,21589.0,26075.0,10769.0,15539.0,24368.0,12722.0,13493.0,,20650,17561.0,18988.0,10025.0,15791.0,10030.0,10365.0,10206.0,10172.0,16086.0,10520.0,14248.0,13418.0,20439.0,9887.0,15269.0,10049.0,10938.0,20124.0,12319.0,9822.0,10361.0,9904.0,9979.0,13756.0,12549.0,10020.0,23381.0,10866.0,10967.0,9474.0,25748.0,10088.0,12401.0,10041.0,10963.0,8724.0,10236.0,10327.0,11238.0,10144.0,14208.0,10405.0,14465.0,9990.0,10434.0,10181.0,11138.0,21715.0,11285.0,9817.0,14522.0,9905.0,9787.0,9851.0,8910.0,9401.0,10524.0,10348.0,14106.0,9912.0,15348.0,12841.0,9998.0,15654.0,9598.0,9625.0,10162.0,14238.0,10341.0,10093.0,9966.0
292,2018-12-06,10771.0,10178.0,12252.0,9985.0,24122.0,11346.0,15017.0,10496.0,10096.0,37030.0,11455.0,9759.0,10611.0,10791.0,12387.0,9643.0,10038.0,24516.0,11395.0,13170.0,21819.0,9807.0,9312.0,20209.0,9427.0,26846.0,11097.0,16879.0,11936.0,10776.0,11581.0,19353.0,23910.0,10092.0,9759.0,11573.0,10258.0,14871.0,23877.0,25666.0,25809.0,11204.0,21626.0,10597.0,24671,9745.0,25476.0,14023.0,9030.0,9464.0,13502.0,12924.0,10322.0,9719.0,10026.0,15349.0,25552.0,9705.0,11703.0,11352.0,9892.0,9879.0,15363.0,11157.0,10190.0,13176.0,14493.0,20958.0,10694.0,13572.0,17437.0,10048.0,21196.0,26001.0,10718.0,15487.0,23792.0,12490.0,13455.0,,20660,17463.0,18826.0,10003.0,15739.0,10010.0,10331.0,10177.0,10150.0,15935.0,10328.0,14117.0,13166.0,20323.0,9879.0,14990.0,9858.0,10944.0,20053.0,12295.0,9781.0,10311.0,9902.0,9917.0,13730.0,12313.0,9990.0,23194.0,10835.0,10940.0,9432.0,25675.0,10027.0,12287.0,9949.0,10754.0,8643.0,10213.0,10280.0,11105.0,10099.0,14004.0,10366.0,14408.0,9964.0,10243.0,10118.0,11085.0,21328.0,11236.0,9749.0,14434.0,9846.0,9698.0,9821.0,8747.0,9254.0,10489.0,10333.0,13842.0,9879.0,15263.0,12639.0,9984.0,15561.0,9503.0,9579.0,10101.0,14132.0,10303.0,10049.0,9874.0
293,2018-12-07,10744.0,10151.0,12132.0,9920.0,24320.0,11234.0,14870.0,10488.0,9995.0,37208.0,11548.0,9545.0,10676.0,10857.0,12488.0,9603.0,9924.0,24665.0,11362.0,13278.0,21682.0,9797.0,9389.0,20119.0,9336.0,27001.0,11089.0,16712.0,11829.0,10772.0,11663.0,19339.0,24108.0,10089.0,9694.0,11570.0,10292.0,14544.0,24073.0,25096.0,25555.0,11276.0,21394.0,10501.0,24031,9662.0,25684.0,14125.0,8835.0,9400.0,13551.0,12640.0,10318.0,9694.0,10023.0,15243.0,25262.0,9785.0,11685.0,11444.0,9902.0,9893.0,15368.0,11249.0,10075.0,12935.0,14489.0,21086.0,10759.0,13656.0,17439.0,10046.0,21325.0,25746.0,10611.0,15348.0,23988.0,12567.0,13324.0,,20580,17457.0,18830.0,10001.0,15738.0,10004.0,10365.0,10077.0,10159.0,15950.0,10391.0,13808.0,13262.0,20319.0,9874.0,15082.0,9938.0,10915.0,20026.0,12077.0,9803.0,10303.0,9901.0,9917.0,13735.0,12401.0,9917.0,23183.0,10729.0,10834.0,9435.0,25421.0,10022.0,12200.0,9730.0,10843.0,8452.0,10222.0,10173.0,10951.0,10089.0,13763.0,10358.0,14379.0,9963.0,10306.0,10101.0,11076.0,21444.0,11226.0,9625.0,14403.0,9810.0,9488.0,9839.0,8801.0,9080.0,10394.0,10338.0,13942.0,9859.0,15256.0,12677.0,9943.0,15553.0,9420.0,9532.0,10086.0,14089.0,10295.0,10039.0,9804.0
294,2018-12-10,10466.0,9893.0,11930.0,9716.0,23804.0,11048.0,14623.0,10405.0,9842.0,36141.0,11302.0,9501.0,10474.0,10652.0,12223.0,9467.0,9774.0,24198.0,11074.0,12997.0,21541.0,9740.0,9190.0,19631.0,9125.0,26376.0,10993.0,16435.0,11654.0,10709.0,11442.0,19186.0,23596.0,10077.0,9498.0,11477.0,10193.0,14476.0,23562.0,24991.0,25130.0,11074.0,21051.0,10347.0,24136,9533.0,25139.0,13857.0,8792.0,9217.0,13435.0,12581.0,10238.0,9597.0,9906.0,14952.0,24879.0,9577.0,11554.0,11196.0,9867.0,9838.0,15235.0,11011.0,9923.0,12853.0,14421.0,20687.0,10555.0,13396.0,17353.0,10011.0,20920.0,25317.0,10448.0,15121.0,23464.0,12328.0,13102.0,,20051,17310.0,18597.0,9919.0,15664.0,9934.0,10264.0,9910.0,10117.0,15749.0,10195.0,13745.0,13010.0,20144.0,9852.0,14796.0,9727.0,10637.0,19785.0,11914.0,9686.0,10213.0,9900.0,9807.0,13645.0,12167.0,9858.0,22896.0,10551.0,10653.0,9307.0,25000.0,9895.0,12043.0,9685.0,10613.0,8416.0,10180.0,10082.0,10952.0,10003.0,13762.0,10276.0,14251.0,9902.0,10111.0,9984.0,10979.0,21059.0,11134.0,9651.0,14213.0,9798.0,9444.0,9752.0,8634.0,9079.0,10241.0,10304.0,13677.0,9859.0,15120.0,12461.0,9912.0,15405.0,9295.0,9470.0,9974.0,13846.0,10215.0,9956.0,9678.0
295,2018-12-11,10532.0,9964.0,11933.0,9745.0,23727.0,11051.0,14627.0,10371.0,9824.0,35682.0,11268.0,9379.0,10380.0,10555.0,12184.0,9491.0,9760.0,23979.0,11151.0,12954.0,21513.0,9758.0,9159.0,19762.0,9079.0,26167.0,10981.0,16438.0,11615.0,10693.0,11355.0,19123.0,23517.0,10083.0,9518.0,11437.0,10173.0,14290.0,23485.0,24667.0,25136.0,11043.0,21035.0,10312.0,23817,9465.0,25055.0,13749.0,8679.0,9242.0,13383.0,12417.0,10213.0,9618.0,9880.0,14913.0,24845.0,9545.0,11502.0,11172.0,9869.0,9833.0,15193.0,10974.0,9908.0,12674.0,14400.0,20498.0,10460.0,13275.0,17337.0,10011.0,20730.0,25323.0,10428.0,15070.0,23179.0,12217.0,13105.0,,20182,17270.0,18531.0,9901.0,15644.0,9924.0,10243.0,9912.0,10100.0,15685.0,10103.0,13567.0,12910.0,20103.0,9853.0,14663.0,9698.0,10713.0,19764.0,11814.0,9660.0,10201.0,9905.0,9774.0,13599.0,12073.0,9839.0,22825.0,10553.0,10660.0,9290.0,25005.0,9839.0,11962.0,9561.0,10578.0,8307.0,10163.0,10045.0,10846.0,9982.0,13596.0,10242.0,14196.0,9884.0,10019.0,9949.0,10965.0,20880.0,11101.0,9572.0,14137.0,9749.0,9323.0,9737.0,8555.0,8959.0,10207.0,10304.0,13573.0,9832.0,15091.0,12354.0,9910.0,15373.0,9228.0,9439.0,9930.0,13754.0,10181.0,9926.0,9613.0
296,2018-12-12,10570.0,9998.0,12006.0,9785.0,24240.0,11119.0,14718.0,10430.0,9897.0,36489.0,11518.0,9450.0,10587.0,10765.0,12447.0,9521.0,9822.0,24457.0,11191.0,13232.0,21622.0,9776.0,9356.0,19792.0,9196.0,26779.0,11054.0,16541.0,11647.0,10741.0,11586.0,19231.0,24022.0,10097.0,9563.0,11501.0,10231.0,14399.0,23993.0,24853.0,25291.0,11178.0,21169.0,10341.0,24079,9570.0,25595.0,14031.0,8747.0,9279.0,13441.0,12511.0,10275.0,9642.0,9933.0,14957.0,25003.0,9751.0,11597.0,11431.0,9892.0,9866.0,15311.0,11210.0,9972.0,12750.0,14464.0,20906.0,10668.0,13539.0,17416.0,10036.0,21143.0,25478.0,10506.0,15112.0,23732.0,12459.0,13185.0,,20219,17390.0,18722.0,9953.0,15714.0,9954.0,10302.0,9974.0,10129.0,15861.0,10305.0,13677.0,13172.0,20248.0,9866.0,14955.0,9909.0,10749.0,19893.0,11922.0,9726.0,10270.0,9911.0,9853.0,13665.0,12320.0,9888.0,23049.0,10619.0,10723.0,9380.0,25160.0,9920.0,12086.0,9633.0,10807.0,8370.0,10193.0,10108.0,10912.0,10041.0,13697.0,10301.0,14286.0,9927.0,10219.0,10029.0,11040.0,21261.0,11169.0,9695.0,14265.0,9727.0,9393.0,9786.0,8726.0,9032.0,10236.0,10333.0,13848.0,9823.0,15203.0,12592.0,9948.0,15493.0,9331.0,9499.0,10010.0,13902.0,10240.0,9987.0,9713.0
297,2018-12-13,10619.0,10041.0,12106.0,9881.0,24476.0,11211.0,14839.0,10464.0,9983.0,36765.0,11628.0,9582.0,10652.0,10832.0,12568.0,9582.0,9910.0,24610.0,11239.0,13362.0,21735.0,9799.0,9448.0,19898.0,9294.0,26944.0,11093.0,16678.0,11744.0,10764.0,11652.0,19292.0,24259.0,10103.0,9643.0,11535.0,10242.0,14599.0,24227.0,25199.0,25500.0,11254.0,21359.0,10428.0,24557,9660.0,25847.0,14111.0,8868.0,9353.0,13459.0,12686.0,10303.0,9685.0,9967.0,15115.0,25227.0,9847.0,11651.0,11536.0,9898.0,9875.0,15362.0,11320.0,10062.0,12912.0,14492.0,21036.0,10734.0,13623.0,17450.0,10050.0,21274.0,25689.0,10596.0,15238.0,23831.0,12537.0,13295.0,,20288,17450.0,18812.0,9973.0,15745.0,9978.0,10313.0,10057.0,10143.0,15935.0,10368.0,13868.0,13248.0,20316.0,9876.0,15047.0,10004.0,10796.0,19960.0,12096.0,9745.0,10307.0,9911.0,9895.0,13672.0,12391.0,9945.0,23162.0,10707.0,10812.0,9412.0,25368.0,9959.0,12186.0,9767.0,10913.0,8487.0,10206.0,10189.0,11039.0,10076.0,13898.0,10334.0,14359.0,9946.0,10282.0,10078.0,11079.0,21411.0,11205.0,9741.0,14369.0,9774.0,9523.0,9802.0,8780.0,9177.0,10321.0,10343.0,13929.0,9853.0,15256.0,12672.0,9984.0,15552.0,9418.0,9551.0,10056.0,14032.0,10270.0,10020.0,9793.0
298,2018-12-14,10611.0,10057.0,12123.0,9879.0,23979.0,11226.0,14859.0,10477.0,9992.0,36120.0,11389.0,9657.0,10491.0,10667.0,12314.0,9576.0,9932.0,24234.0,11255.0,13092.0,21765.0,9786.0,9257.0,19986.0,9317.0,26329.0,11063.0,16700.0,11736.0,10761.0,11473.0,19317.0,23767.0,10107.0,9646.0,11550.0,10245.0,14714.0,23735.0,25397.0,25534.0,11185.0,21396.0,10421.0,24620,9641.0,25322.0,13893.0,8933.0,9352.0,13453.0,12785.0,10320.0,9675.0,9966.0,15007.0,25280.0,9647.0,11642.0,11295.0,9906.0,9885.0,15294.0,11091.0,10084.0,13017.0,14464.0,20716.0,10571.0,13416.0,17416.0,10048.0,20951.0,25724.0,10605.0,15228.0,23321.0,12347.0,13313.0,,20294,17389.0,18700.0,9982.0,15716.0,9982.0,10317.0,10070.0,10142.0,15824.0,10210.0,13976.0,13044.0,20243.0,9879.0,14819.0,9802.0,10811.0,19954.0,12157.0,9750.0,10277.0,9916.0,9870.0,13721.0,12199.0,9964.0,23039.0,10721.0,10825.0,9365.0,25401.0,9972.0,12169.0,9844.0,10691.0,8553.0,10206.0,10213.0,11005.0,10063.0,13846.0,10347.0,14308.0,9959.0,10126.0,10059.0,11047.0,21087.0,11200.0,9730.0,14286.0,9801.0,9597.0,9809.0,8647.0,9140.0,10312.0,10342.0,13714.0,9865.0,15202.0,12519.0,9998.0,15492.0,9398.0,9547.0,10049.0,13928.0,10283.0,10016.0,9779.0
299,2018-12-17,10415.0,9854.0,11910.0,9712.0,24127.0,11029.0,14599.0,10422.0,9835.0,35771.0,11461.0,9511.0,10504.0,10681.0,12390.0,9466.0,9760.0,24265.0,11030.0,13172.0,21573.0,9743.0,9314.0,19562.0,9205.0,26319.0,11013.0,16406.0,11558.0,10723.0,11502.0,19217.0,23913.0,10097.0,9483.0,11495.0,10210.0,14491.0,23881.0,25009.0,25085.0,11222.0,21029.0,10263.0,24314,9540.0,25479.0,13929.0,8795.0,9194.0,13422.0,12590.0,10272.0,9598.0,9900.0,14761.0,24843.0,9707.0,11562.0,11368.0,9896.0,9864.0,15259.0,11159.0,9909.0,12856.0,14442.0,20742.0,10585.0,13433.0,17386.0,10026.0,20977.0,25270.0,10437.0,14995.0,23252.0,12363.0,13079.0,,19917,17334.0,18626.0,9925.0,15691.0,9940.0,10282.0,9893.0,10148.0,15776.0,10223.0,13765.0,13077.0,20176.0,9864.0,14837.0,9862.0,10594.0,19767.0,11969.0,9699.0,10231.0,9918.0,9826.0,13614.0,12230.0,9872.0,22925.0,10533.0,10635.0,9307.0,24953.0,9904.0,12049.0,9695.0,10757.0,8423.0,10212.0,10086.0,10941.0,10015.0,13742.0,10293.0,14241.0,9921.0,10139.0,9992.0,10997.0,21121.0,11144.0,9657.0,14189.0,9786.0,9451.0,9772.0,8658.0,9065.0,10157.0,10323.0,13749.0,9855.0,15145.0,12522.0,9936.0,15429.0,9299.0,9486.0,9981.0,13798.0,10231.0,9966.0,9683.0
300,2018-12-18,10132.0,9593.0,11643.0,9495.0,23688.0,10783.0,14273.0,10294.0,9633.0,34621.0,11254.0,9419.0,10295.0,10469.0,12164.0,9322.0,9558.0,23784.0,10738.0,12933.0,21351.0,9686.0,9144.0,19037.0,9054.0,25974.0,10891.0,16039.0,11362.0,10627.0,11281.0,18981.0,23478.0,10073.0,9284.0,11355.0,10064.0,14350.0,23448.0,24772.0,24525.0,11077.0,20588.0,10089.0,23845,9377.0,25014.0,13660.0,8708.0,9005.0,13265.0,12469.0,10144.0,9497.0,9747.0,14396.0,24328.0,9530.0,11376.0,11165.0,9847.0,9785.0,15102.0,10956.0,9703.0,12729.0,14355.0,20330.0,10375.0,13166.0,17276.0,9976.0,20561.0,24705.0,10222.0,14742.0,22694.0,12117.0,12786.0,,19414,17157.0,18355.0,9790.0,15594.0,9852.0,10134.0,9672.0,10114.0,15546.0,10021.0,13629.0,12825.0,19963.0,9832.0,14542.0,9683.0,10313.0,19398.0,11816.0,9529.0,10116.0,9911.0,9695.0,13373.0,11995.0,9775.0,22587.0,10297.0,10397.0,9173.0,24396.0,9719.0,11840.0,9601.0,10562.0,8343.0,10178.0,9950.0,10829.0,9902.0,13563.0,10167.0,14116.0,9824.0,9938.0,9839.0,10874.0,20710.0,11010.0,9563.0,14005.0,9763.0,9359.0,9650.0,8486.0,8935.0,9985.0,10267.0,13484.0,9848.0,14976.0,12280.0,9874.0,15246.0,9138.0,9396.0,9822.0,13565.0,10106.0,9845.0,9515.0
